From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Informational,Benin,0.625,0.254,0.322
2021,2022 - 2023,Informational,Bhutan,0.608,0.333,0.151
2021,2022 - 2023,Informational,Bolivia,0.247,0.415,0.449
2021,2022 - 2023,Informational,Bosnia-Herzegovina,0.224,0.282,0.636
2021,2022 - 2023,Informational,Botswana,0.122,0.798,0.091
2021,2022 - 2023,Informational,Brazil,0.289,0.134,0.811
2021,2022 - 2023,Informational,Bulgaria,0.246,0.429,0.431
2021,2022 - 2023,Informational,Burkina Faso,0.09,0.797,0.124
2021,2022 - 2023,Informational,Burundi,0.232,0.682,0.112
2021,2022 - 2023,Informational,Cambodia,0.142,0.761,0.113
2021,2022 - 2023,Informational,Cameroon,0.18,0.636,0.225
2021,2022 - 2023,Informational,Canada,0.029,0.893,0.08
2021,2022 - 2023,Informational,Cape Verde,0.08,0.797,0.133
2021,2022 - 2023,Informational,CAR,0.378,0.454,0.27
2021,2022 - 2023,Informational,Chad,0.072,0.855,0.078
2021,2022 - 2023,Informational,Chile,0.078,0.635,0.311
2021,2022 - 2023,Informational,China,0.164,0.767,0.082
2021,2022 - 2023,Informational,Colombia,0.305,0.246,0.646
2021,2022 - 2023,Informational,Comoros,0.2,0.358,0.552
2021,2022 - 2023,Informational,Congo,0.277,0.497,0.313
2021,2022 - 2023,Informational,Costa Rica,0,0.943,0.058
2021,2022 - 2023,Informational,Cote D'Ivoire,0.253,0.618,0.172
2021,2022 - 2023,Informational,Croatia,0.096,0.717,0.208
2021,2022 - 2023,Informational,Cuba,0.118,0.818,0.073
2021,2022 - 2023,Informational,Cyprus,0.062,0.554,0.41
2021,2022 - 2023,Informational,Czech Republic,0.052,0.738,0.222
2021,2022 - 2023,Informational,Denmark,0,0.959,0.041
2021,2022 - 2023,Informational,Djibouti,0.144,0.79,0.076
2021,2022 - 2023,Informational,Dominican Republic,0.096,0.647,0.284
2021,2022 - 2023,Informational,DR Congo,0.229,0.639,0.171
2021,2022 - 2023,Informational,East Timor,0.082,0.793,0.135
2021,2022 - 2023,Informational,Ecuador,0.246,0.407,0.46
2021,2022 - 2023,Informational,Egypt,0.136,0.821,0.05
2021,2022 - 2023,Informational,El Salvador,0.411,0.302,0.487
2021,2022 - 2023,Informational,Equatorial Guinea,0.078,0.904,0.018
2021,2022 - 2023,Informational,Eritrea,0.037,0.963,0
2021,2022 - 2023,Informational,Estonia,0,0.986,0.014
2021,2022 - 2023,Informational,Ethiopia,0.395,0.394,0.35
2021,2022 - 2023,Informational,Fiji,0.313,0.55,0.199
2021,2022 - 2023,Informational,Finland,0,0.968,0.032
2021,2022 - 2023,Informational,France,0,0.921,0.079
2021,2022 - 2023,Informational,Gabon,0.277,0.62,0.142
2021,2022 - 2023,Informational,Gambia,0.384,0.341,0.446
2021,2022 - 2023,Informational,Georgia,0.102,0.786,0.125
2021,2022 - 2023,Informational,Germany,0.011,0.974,0.016
2021,2022 - 2023,Informational,Ghana,0.1,0.811,0.099
2021,2022 - 2023,Informational,Greece,0.088,0.83,0.09
2021,2022 - 2023,Informational,Guatemala,0.414,0.307,0.476
2021,2022 - 2023,Informational,Guinea,0.387,0.503,0.179
2021,2022 - 2023,Informational,Guinea-Bissau,0.396,0.528,0.126
2021,2022 - 2023,Informational,Guyana,0.246,0.638,0.154
2021,2022 - 2023,Informational,Haiti,0.292,0.434,0.386
2021,2022 - 2023,Informational,Honduras,0.312,0.583,0.153
2021,2022 - 2023,Informational,Hungary,0.223,0.223,0.714
2021,2022 - 2023,Informational,Iceland,0.015,0.866,0.12
2021,2022 - 2023,Informational,India,0.448,0.139,0.749
2021,2022 - 2023,Informational,Indonesia,0.198,0.248,0.691
2021,2022 - 2023,Informational,Iran,0.322,0.398,0.413
2021,2022 - 2023,Informational,Iraq,0.25,0.375,0.5
2021,2022 - 2023,Informational,Ireland,0,0.976,0.024
2021,2022 - 2023,Informational,Israel,0.04,0.912,0.05
2021,2022 - 2023,Informational,Italy,0.026,0.924,0.051
2021,2022 - 2023,Informational,Jamaica,0.003,0.973,0.024
2021,2022 - 2023,Informational,Japan,0.028,0.903,0.071
2021,2022 - 2023,Informational,Jordan,0.194,0.678,0.158
2021,2022 - 2023,Informational,Kazakhstan,0.108,0.672,0.246
2021,2022 - 2023,Informational,Kenya,0.1,0.701,0.221
2021,2022 - 2023,Informational,Kosovo,0.104,0.784,0.124
2021,2022 - 2023,Informational,Kuwait,0.098,0.865,0.041
2021,2022 - 2023,Informational,Kyrgyzstan,0.266,0.446,0.392
2021,2022 - 2023,Informational,Laos,0.102,0.897,0
2021,2022 - 2023,Informational,Latvia,0,0.965,0.035
2021,2022 - 2023,Informational,Lebanon,0.179,0.668,0.186
2021,2022 - 2023,Informational,Lesotho,0.339,0.514,0.222
2021,2022 - 2023,Informational,Liberia,0.046,0.802,0.16
2021,2022 - 2023,Informational,Libya,0.258,0.537,0.276
2021,2022 - 2023,Informational,Lithuania,0.05,0.844,0.112
2021,2022 - 2023,Informational,Luxembourg,0,0.99,0.011
2021,2022 - 2023,Informational,Madagascar,0.303,0.548,0.214
2021,2022 - 2023,Informational,Malawi,0.089,0.799,0.123
2021,2022 - 2023,Informational,Malaysia,0.436,0.273,0.516
2021,2022 - 2023,Informational,Maldives,0.39,0.428,0.298
2021,2022 - 2023,Informational,Mali,0.5,0.42,0.16
2021,2022 - 2023,Informational,Mauritania,0.413,0.312,0.468
2021,2022 - 2023,Informational,Mauritius,0.249,0.537,0.285
2021,2022 - 2023,Informational,Mexico,0.355,0.253,0.609
2021,2022 - 2023,Informational,Moldova,0.068,0.735,0.212
2021,2022 - 2023,Informational,Mongolia,0.159,0.626,0.256
2021,2022 - 2023,Informational,Montenegro,0.356,0.469,0.272
2021,2022 - 2023,Informational,Morocco,0.183,0.732,0.104
2021,2022 - 2023,Informational,Mozambique,0.161,0.704,0.16
2021,2022 - 2023,Informational,Myanmar,0.415,0.493,0.157
2021,2022 - 2023,Informational,Namibia,0.058,0.862,0.085
2021,2022 - 2023,Informational,Nepal,0.15,0.488,0.426
2021,2022 - 2023,Informational,Netherlands,0.005,0.974,0.02
2021,2022 - 2023,Informational,New Zealand,0.01,0.973,0.017
2021,2022 - 2023,Informational,Nicaragua,0.286,0.342,0.521
2021,2022 - 2023,Informational,Niger,0.079,0.734,0.203
2021,2022 - 2023,Informational,Nigeria,0.248,0.456,0.394
2021,2022 - 2023,Informational,North Korea,0.029,0.971,0
2021,2022 - 2023,Informational,North Macedonia,0.147,0.707,0.171
2021,2022 - 2023,Informational,Norway,0,0.941,0.059
2021,2022 - 2023,Informational,Oman,0.034,0.955,0.012
2021,2022 - 2023,Informational,Pakistan,0.587,0.203,0.508
2021,2022 - 2023,Informational,Panama,0.118,0.785,0.109
2021,2022 - 2023,Informational,Papua New Guinea,0.056,0.87,0.078
2021,2022 - 2023,Informational,Paraguay,0.18,0.659,0.196
2021,2022 - 2023,Informational,Peru,0.116,0.402,0.545
2021,2022 - 2023,Informational,Philippines,0.208,0.221,0.722
2021,2022 - 2023,Informational,Poland,0.276,0.314,0.567
2021,2022 - 2023,Informational,Portugal,0,0.909,0.09
2021,2022 - 2023,Informational,Qatar,0.022,0.967,0.011
2021,2022 - 2023,Informational,Romania,0.113,0.608,0.315
2021,2022 - 2023,Informational,Russia,0.162,0.678,0.192
2021,2022 - 2023,Informational,Rwanda,0.11,0.802,0.098
2021,2022 - 2023,Informational,Saudi Arabia,0.016,0.978,0.007
2021,2022 - 2023,Informational,Senegal,0.05,0.886,0.068
2021,2022 - 2023,Informational,Serbia,0.244,0.58,0.234
2021,2022 - 2023,Informational,Sierra Leone,0.138,0.762,0.115
2021,2022 - 2023,Informational,Singapore,0.13,0.826,0.051
2021,2022 - 2023,Informational,Slovakia,0.017,0.862,0.124
2021,2022 - 2023,Informational,Slovenia,0.458,0.29,0.464
2021,2022 - 2023,Informational,Solomon Islands,0.028,0.891,0.083
2021,2022 - 2023,Informational,Somalia,0.574,0.241,0.434
2021,2022 - 2023,Informational,South Africa,0.035,0.844,0.125
2021,2022 - 2023,Informational,South Korea,0,0.861,0.138
2021,2022 - 2023,Informational,South Sudan,0.445,0.405,0.269
2021,2022 - 2023,Informational,Spain,0.048,0.867,0.088
2021,2022 - 2023,Informational,Sri Lanka,0.391,0.307,0.496
2021,2022 - 2023,Informational,Sudan,0.469,0.362,0.318
2021,2022 - 2023,Informational,Surinam,0.121,0.778,0.114
2021,2022 - 2023,Informational,Swaziland,0.094,0.401,0.557
2021,2022 - 2023,Informational,Sweden,0,0.991,0.009
2021,2022 - 2023,Informational,Switzerland,0,0.992,0.008
2021,2022 - 2023,Informational,Syria,0.161,0.839,0
2021,2022 - 2023,Informational,Taiwan,0.058,0.525,0.442
2021,2022 - 2023,Informational,Tajikistan,0.144,0.707,0.174
2021,2022 - 2023,Informational,Tanzania,0.29,0.415,0.415
2021,2022 - 2023,Informational,Thailand,0.492,0.401,0.211
2021,2022 - 2023,Informational,Togo,0.266,0.449,0.388
2021,2022 - 2023,Informational,Trinidad and Tobago,0.172,0.789,0.047
2021,2022 - 2023,Informational,Tunisia,0.325,0.475,0.296
2021,2022 - 2023,Informational,Turkey,0.162,0.715,0.146
2021,2022 - 2023,Informational,Turkmenistan,0.037,0.963,0
2021,2022 - 2023,Informational,Uganda,0.292,0.409,0.423
2021,2022 - 2023,Informational,UK,0.039,0.9,0.063
2021,2022 - 2023,Informational,Ukraine,0.548,0.224,0.505
2021,2022 - 2023,Informational,United Arab Emirates,0.021,0.931,0.048
2021,2022 - 2023,Informational,Uruguay,0.057,0.72,0.236
2021,2022 - 2023,Informational,USA,0.08,0.644,0.3
2021,2022 - 2023,Informational,Uzbekistan,0.529,0.434,0.078
2021,2022 - 2023,Informational,Venezuela,0.258,0.489,0.34
2021,2022 - 2023,Informational,Vietnam,0.246,0.624,0.172
2021,2022 - 2023,Informational,Yemen,0.532,0.206,0.56
2021,2022 - 2023,Informational,Zambia,0.464,0.362,0.326
2021,2022 - 2023,Informational,Zimbabwe,0.344,0.538,0.18
