From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Informational,Benin,0.291,0.531,0.252
2021,2022 - 2023,Informational,Bhutan,0.142,0.774,0.099
2021,2022 - 2023,Informational,Bolivia,0.16,0.53,0.369
2021,2022 - 2023,Informational,Bosnia-Herzegovina,0.145,0.747,0.126
2021,2022 - 2023,Informational,Botswana,0.041,0.913,0.048
2021,2022 - 2023,Informational,Brazil,0.216,0.488,0.378
2021,2022 - 2023,Informational,Bulgaria,0.196,0.576,0.283
2021,2022 - 2023,Informational,Burkina Faso,0.046,0.873,0.084
2021,2022 - 2023,Informational,Burundi,0.163,0.791,0.055
2021,2022 - 2023,Informational,Cambodia,0.126,0.819,0.062
2021,2022 - 2023,Informational,Cameroon,0.098,0.796,0.118
2021,2022 - 2023,Informational,Canada,0.023,0.927,0.051
2021,2022 - 2023,Informational,Cape Verde,0.032,0.886,0.085
2021,2022 - 2023,Informational,CAR,0.24,0.578,0.238
2021,2022 - 2023,Informational,Chad,0.064,0.89,0.05
2021,2022 - 2023,Informational,Chile,0.031,0.76,0.215
2021,2022 - 2023,Informational,China,0.063,0.905,0.034
2021,2022 - 2023,Informational,Colombia,0.264,0.472,0.359
2021,2022 - 2023,Informational,Comoros,0.151,0.667,0.215
2021,2022 - 2023,Informational,Congo,0.165,0.599,0.284
2021,2022 - 2023,Informational,Costa Rica,0,0.977,0.024
2021,2022 - 2023,Informational,Cote D'Ivoire,0.12,0.802,0.088
2021,2022 - 2023,Informational,Croatia,0.077,0.796,0.138
2021,2022 - 2023,Informational,Cuba,0.106,0.86,0.038
2021,2022 - 2023,Informational,Cyprus,0.056,0.603,0.362
2021,2022 - 2023,Informational,Czech Republic,0.025,0.852,0.126
2021,2022 - 2023,Informational,Denmark,0,0.946,0.054
2021,2022 - 2023,Informational,Djibouti,0.138,0.813,0.056
2021,2022 - 2023,Informational,Dominican Republic,0.057,0.735,0.22
2021,2022 - 2023,Informational,DR Congo,0.168,0.747,0.102
2021,2022 - 2023,Informational,East Timor,0.031,0.897,0.074
2021,2022 - 2023,Informational,Ecuador,0.184,0.506,0.38
2021,2022 - 2023,Informational,Egypt,0.109,0.867,0.026
2021,2022 - 2023,Informational,El Salvador,0.338,0.36,0.456
2021,2022 - 2023,Informational,Equatorial Guinea,0.052,0.939,0.009
2021,2022 - 2023,Informational,Eritrea,0.033,0.967,0
2021,2022 - 2023,Informational,Estonia,0,0.988,0.013
2021,2022 - 2023,Informational,Ethiopia,0.312,0.51,0.258
2021,2022 - 2023,Informational,Fiji,0.166,0.705,0.155
2021,2022 - 2023,Informational,Finland,0,0.977,0.023
2021,2022 - 2023,Informational,France,0,0.937,0.063
2021,2022 - 2023,Informational,Gabon,0.205,0.716,0.098
2021,2022 - 2023,Informational,Gambia,0.242,0.701,0.074
2021,2022 - 2023,Informational,Georgia,0.063,0.857,0.086
2021,2022 - 2023,Informational,Germany,0,0.989,0.011
2021,2022 - 2023,Informational,Ghana,0.021,0.917,0.064
2021,2022 - 2023,Informational,Greece,0.03,0.904,0.068
2021,2022 - 2023,Informational,Guatemala,0.325,0.43,0.363
2021,2022 - 2023,Informational,Guinea,0.273,0.644,0.114
2021,2022 - 2023,Informational,Guinea-Bissau,0.075,0.861,0.07
2021,2022 - 2023,Informational,Guyana,0.136,0.787,0.089
2021,2022 - 2023,Informational,Haiti,0.195,0.518,0.357
2021,2022 - 2023,Informational,Honduras,0.094,0.783,0.136
2021,2022 - 2023,Informational,Hungary,0.186,0.592,0.272
2021,2022 - 2023,Informational,Iceland,0.005,0.932,0.064
2021,2022 - 2023,Informational,India,0.418,0.454,0.22
2021,2022 - 2023,Informational,Indonesia,0.132,0.628,0.276
2021,2022 - 2023,Informational,Iran,0.241,0.555,0.27
2021,2022 - 2023,Informational,Iraq,0.182,0.503,0.385
2021,2022 - 2023,Informational,Ireland,0,0.991,0.01
2021,2022 - 2023,Informational,Israel,0.019,0.94,0.042
2021,2022 - 2023,Informational,Italy,0.006,0.97,0.024
2021,2022 - 2023,Informational,Jamaica,0,0.986,0.014
2021,2022 - 2023,Informational,Japan,0.015,0.947,0.04
2021,2022 - 2023,Informational,Jordan,0.099,0.791,0.122
2021,2022 - 2023,Informational,Kazakhstan,0.071,0.895,0.037
2021,2022 - 2023,Informational,Kenya,0.061,0.831,0.115
2021,2022 - 2023,Informational,Kosovo,0.053,0.874,0.077
2021,2022 - 2023,Informational,Kuwait,0.058,0.921,0.023
2021,2022 - 2023,Informational,Kyrgyzstan,0.147,0.698,0.182
2021,2022 - 2023,Informational,Laos,0.074,0.925,0
2021,2022 - 2023,Informational,Latvia,0,0.979,0.021
2021,2022 - 2023,Informational,Lebanon,0.128,0.745,0.146
2021,2022 - 2023,Informational,Lesotho,0.06,0.885,0.059
2021,2022 - 2023,Informational,Liberia,0.016,0.904,0.08
2021,2022 - 2023,Informational,Libya,0.171,0.599,0.278
2021,2022 - 2023,Informational,Lithuania,0.005,0.92,0.075
2021,2022 - 2023,Informational,Luxembourg,0,0.994,0.006
2021,2022 - 2023,Informational,Madagascar,0.09,0.779,0.144
2021,2022 - 2023,Informational,Malawi,0.032,0.898,0.072
2021,2022 - 2023,Informational,Malaysia,0.261,0.391,0.471
2021,2022 - 2023,Informational,Maldives,0.128,0.657,0.246
2021,2022 - 2023,Informational,Mali,0.19,0.712,0.12
2021,2022 - 2023,Informational,Mauritania,0.149,0.674,0.208
2021,2022 - 2023,Informational,Mauritius,0.178,0.647,0.213
2021,2022 - 2023,Informational,Mexico,0.27,0.485,0.336
2021,2022 - 2023,Informational,Moldova,0.028,0.862,0.114
2021,2022 - 2023,Informational,Mongolia,0.074,0.782,0.155
2021,2022 - 2023,Informational,Montenegro,0.137,0.71,0.178
2021,2022 - 2023,Informational,Morocco,0.128,0.819,0.061
2021,2022 - 2023,Informational,Mozambique,0.088,0.839,0.08
2021,2022 - 2023,Informational,Myanmar,0.323,0.593,0.124
2021,2022 - 2023,Informational,Namibia,0.044,0.899,0.06
2021,2022 - 2023,Informational,Nepal,0.1,0.63,0.3
2021,2022 - 2023,Informational,Netherlands,0.002,0.99,0.009
2021,2022 - 2023,Informational,New Zealand,0.015,0.976,0.01
2021,2022 - 2023,Informational,Nicaragua,0.278,0.443,0.387
2021,2022 - 2023,Informational,Niger,0.027,0.909,0.066
2021,2022 - 2023,Informational,Nigeria,0.14,0.574,0.332
2021,2022 - 2023,Informational,North Korea,0.024,0.976,0
2021,2022 - 2023,Informational,North Macedonia,0.043,0.875,0.085
2021,2022 - 2023,Informational,Norway,0,0.907,0.093
2021,2022 - 2023,Informational,Oman,0.022,0.975,0.003
2021,2022 - 2023,Informational,Pakistan,0.212,0.5,0.366
2021,2022 - 2023,Informational,Panama,0.027,0.91,0.065
2021,2022 - 2023,Informational,Papua New Guinea,0.04,0.906,0.056
2021,2022 - 2023,Informational,Paraguay,0.169,0.729,0.122
2021,2022 - 2023,Informational,Peru,0.056,0.596,0.368
2021,2022 - 2023,Informational,Philippines,0.147,0.297,0.652
2021,2022 - 2023,Informational,Poland,0.213,0.412,0.477
2021,2022 - 2023,Informational,Portugal,0,0.925,0.075
2021,2022 - 2023,Informational,Qatar,0.015,0.984,0.001
2021,2022 - 2023,Informational,Romania,0.11,0.67,0.247
2021,2022 - 2023,Informational,Russia,0.114,0.819,0.076
2021,2022 - 2023,Informational,Rwanda,0.095,0.848,0.063
2021,2022 - 2023,Informational,Saudi Arabia,0.009,0.986,0.006
2021,2022 - 2023,Informational,Senegal,0.041,0.914,0.046
2021,2022 - 2023,Informational,Serbia,0.15,0.756,0.112
2021,2022 - 2023,Informational,Sierra Leone,0.044,0.882,0.078
2021,2022 - 2023,Informational,Singapore,0.109,0.845,0.051
2021,2022 - 2023,Informational,Slovakia,0.007,0.918,0.075
2021,2022 - 2023,Informational,Slovenia,0.378,0.382,0.385
2021,2022 - 2023,Informational,Solomon Islands,0.018,0.942,0.04
2021,2022 - 2023,Informational,Somalia,0.52,0.338,0.296
2021,2022 - 2023,Informational,South Africa,0.012,0.904,0.086
2021,2022 - 2023,Informational,South Korea,0,0.936,0.064
2021,2022 - 2023,Informational,South Sudan,0.396,0.471,0.221
2021,2022 - 2023,Informational,Spain,0.01,0.953,0.038
2021,2022 - 2023,Informational,Sri Lanka,0.266,0.535,0.272
2021,2022 - 2023,Informational,Sudan,0.391,0.452,0.258
2021,2022 - 2023,Informational,Surinam,0.088,0.857,0.061
2021,2022 - 2023,Informational,Swaziland,0.066,0.558,0.402
2021,2022 - 2023,Informational,Sweden,0,0.997,0.003
2021,2022 - 2023,Informational,Switzerland,0,0.996,0.004
2021,2022 - 2023,Informational,Syria,0.15,0.85,0
2021,2022 - 2023,Informational,Taiwan,0.034,0.924,0.044
2021,2022 - 2023,Informational,Tajikistan,0.116,0.855,0.034
2021,2022 - 2023,Informational,Tanzania,0.208,0.671,0.152
2021,2022 - 2023,Informational,Thailand,0.36,0.513,0.198
2021,2022 - 2023,Informational,Togo,0.213,0.58,0.263
2021,2022 - 2023,Informational,Trinidad and Tobago,0.002,0.972,0.026
2021,2022 - 2023,Informational,Tunisia,0.111,0.74,0.168
2021,2022 - 2023,Informational,Turkey,0.142,0.743,0.134
2021,2022 - 2023,Informational,Turkmenistan,0.032,0.968,0
2021,2022 - 2023,Informational,Uganda,0.196,0.651,0.19
2021,2022 - 2023,Informational,UK,0.02,0.944,0.037
2021,2022 - 2023,Informational,Ukraine,0.19,0.463,0.428
2021,2022 - 2023,Informational,United Arab Emirates,0.014,0.98,0.006
2021,2022 - 2023,Informational,Uruguay,0.029,0.908,0.065
2021,2022 - 2023,Informational,USA,0.029,0.812,0.164
2021,2022 - 2023,Informational,Uzbekistan,0.206,0.776,0.023
2021,2022 - 2023,Informational,Venezuela,0.234,0.587,0.234
2021,2022 - 2023,Informational,Vietnam,0.207,0.723,0.088
2021,2022 - 2023,Informational,Yemen,0.496,0.237,0.53
2021,2022 - 2023,Informational,Zambia,0.314,0.531,0.226
2021,2022 - 2023,Informational,Zimbabwe,0.148,0.728,0.146
